73.817,19.777
84.884,80.75
98.243,92.299
62.038,74.353
55.468,36.571
59.614,2.0033
88.711,92.392
94.02,11.08
81.777,11.376
14.589,0.19425
72.981,1.6876
97.305,25.252
78.054,38.238
22.342,17.455
69.59,43.074
71.437,45.871
14.936,34.804
33.069,74.867
19.883,13.354
3.4348,59.669
37.435,60.587
72.944,13.005
36.715,40.851
98.504,3.0632
49.907,72.839
45.734,47.539
57.408,90.585
94.093,24.668
24.834,52.739
69.093,39.643
44.688,46.443
35.968,25.38
50.85,98.616
19.044,42.031
41.64,31.848
93.057,75.882
49.064,64.961
71.472,29.263
99.197,40.555
63.378,89.839
1.6806,30.248
51.555,66.835
40.522,77.108
24.875,68.645
35.541,73.963
0.82458,19.235
21.736,68.897
39.754,12.612
97.203,95.958
64.949,10.147
40.12,45.265
49.379,95.279
93.85,4.0484
52.662,47.086
45.056,88.884
80.41,21.738
53.977,65.919
68.953,52.058
98.854,48.485
75.743,77.206
48.551,48.266
32.178,78.906
83.339,35.921
8.4857,22.123
84.431,80.599
75.688,92.717
30.217,78.097
76.905,62.747
65.375,81.237
31.545,61.428
65.206,41.407
38.494,77.726
33.569,8.3058
0.67019,23.959
47.583,13.806
79.886,49.013
46.214,63.569
52.898,84.835
0.1639,94.257
23.798,79.243
7.9535,32.933
99.58,20.199
93.731,18.705
98.748,16.237
63.134,12.859
9.4853,63.905
97.95,92.157
13.512,18.239
1.6106,52.001
98.388,23.164
67.234,74.128
26.476,5.957
15.188,46.733
47.183,13.629
54.95,93.401
86.95,62.855
36.765,49.833
41.317,57.603
40.262,99.327
53.051,5.4167
0.95931,49.369
86.029,9.9054
37.854,31.17
19.47,77.613
63.637,71.683
29.029,34.139
93.794,84.722
56.383,33.593
29.985,21.992
34.792,26.077
79.402,77.139
12.655,89.836
85.591,57.969
57.481,28.733
14.264,23.307
8.1982,80.604
51.328,42.041
36.669,60.484
44.493,50.8
33.124,9.4959
1.207,57.13
28.116,61.635
8.8951,70.711
94.356,33.131
58.9,60.477
66.568,64.12
42.302,17.258
8.3424,36.969
17.315,35.572
15.222,38.302
23.229,45.707
74.143,30.588
84.703,71.084
78.198,62.719
50.904,68.956
95.569,15.08
40.466,92.136
55.252,63.491
40.704,28.469
19.048,66.317
24.611,75.02
93.165,10.845
10.679,34.366
1.0077,87.835
13.64,6.3558
46.219,73.585
9.3664,25.361
31.647,48.226
51.371,71.532
50.296,60.506
25.62,69.763
35.871,91.763
98.966,30.819
43.347,71.115
98.325,6.8797
62.65,86.933
60.595,71.478
16.095,88.288
46.804,50.917
83.725,70.043
6.4325,74.371
28.738,30.293
62.766,51.484
19.719,45.633
87.404,32.943
14.729,52.286
85.953,15.424
96.351,94.961
9.2446,81.179
14.676,18.04
45.356,97.819
75.7,94.348
61.52,0.29013
13.568,3.7581
30.3,30.218
41.533,40.626
64.991,42.975
83.467,93.419
36.669,35.745
12.835,39.381
89.664,74.821
18.121,8.9664
54.903,49.104
97.634,69.234
46.316,44.707
57.701,3.3791
43.711,72.024
27.365,26.061
42.524,57.996
3.2888,1.1877
8.7758,68.381
89.546,12.207
39.7,12.558
44.147,54.539
88.557,76.384
72.481,0.97199
45.677,7.4918
81.522,3.2812
63.57,24.817
83.9,31.303
53.363,54.247
50.781,53.963
56.308,54.364
56.501,54.473
55.676,54.565
54.49,52.964
54.756,50.754
51.379,56.95
50.468,53.377
53.015,56.356
52.086,50.787
51.567,54.788
54.008,55.86
54.413,51.636
51.922,51.725
55.212,55.786
50.929,51.887
55.938,54.844
53.631,50.657
51.363,52.244
51.777,54.711
52.412,52.529
52.352,53.492
50.177,54.211
56.185,54.227
55.896,56.96
52.335,52.632
56.292,56.371
51.497,54.217
51.38,55.666
55.297,52.183
52.318,52.605
56.63,54.598
52.092,53.378
50.093,55.857
56.079,54.672
56.955,56.429
52.766,51.972
52.218,55.652
50.123,52.955
56.776,54.761
55.903,54.633
56.079,56.56
51.056,56.803
50.437,54.463
55.278,51.295
54.408,51.297
53.031,54.623
51.231,53.068
51.262,54.568
52.256,55.968
51.34,55.701
54.815,52.129
53.068,53.112
52.078,55.547
50.527,53.897
56.722,56.292
54.733,56.193
53.314,55.276
54.942,50.547
56.703,50.334
51.254,51.912
53.12,52.68
53.772,50.449
52.341,55.542
50.32,55.595
52.842,51.929
52.429,51.247
50.257,50.311
50.412,50.989
50.832,56.011
56.222,51.958
56.508,55.903
52.2,52.077
56.933,56.419
53.366,55.884
52.014,53.661
53.953,56.05
50.476,56.822
54.063,55.408
54.392,55.983
54.737,54.862
50.299,54.885
56.4,53.685
50.156,50.011
50.467,55.059
52.081,55.142
54.97,56.254
50.504,52.286
51.799,53.57
52.64,52.445
50.119,50.666
56.7,56.443
51.881,51.692
55.26,55.469
55.748,54.358
56.401,56.81
54.978,56.833
53.942,51.226
53.792,55.437
14.538,11.612
13.859,13.639
14.789,11.26
13.893,10.404
12.718,14.735
13.027,11.186
11.193,11.177
10.697,10.767
10.073,14.72
13.85,10.206
11.367,12.445
11.17,14.783
12.783,10.611
14.144,12.649
10.226,10.64
12.656,14.879
14.783,14.091
13.58,11.772
10.22,10.77
10.111,14.986
11.042,12.81
10.442,12.407
11.607,12.762
10.147,14.394
14.921,11.725
14.153,13.116
13.744,12.852
12.803,10.403
14.378,14.954
10.563,14.938
11.45,10.377
14.803,10.226
14.028,11.576
14.013,11.548
12.271,12.914
10.044,13.053
10.345,12.304
10.616,11.31
11.565,10.203
10.87,12.676
10.506,11.196
10.145,12.742
11.803,12.619
10.037,14.303
12.896,10.331
14.617,10.619
11.008,14.946
14.663,11.721
13.078,14.879
13.041,12.833
12.054,14.321
11.885,14.23
13.977,11.906
12.018,14.076
13.796,11.736
10.445,13.619
14.441,11.188
14.585,10.152
13.124,12.691
12.395,14.319
14.479,13.801
11.938,12.068
11.358,14.057
12.415,10.471
11.669,12.861
10.111,13.735
12.362,11.975
13.926,13.39
13.472,14.124
10.594,11.96
13.722,10.984
11.453,12.922
10.246,13.289
10.47,13.195
13.5,11.414
11.294,11.088
13.597,11.027
14.694,11.075
10.264,13.995
11.675,10.426
11.723,14.06
13.114,10.296
12.772,11.866
11.265,13.157
12.435,13.812
11.889,12.822
11.142,12.619
11.35,11.258
14.218,13.687
10.658,13.58
14.815,14.531
14.824,10.507
11.397,10.075
10.833,13.599
14.211,13.83
14.079,14.743
12.313,10.334
12.797,14.461
13.526,14.501
12.296,13.681
20.352,44.367
16.05,42.567
16.685,43.663
20.094,42.111
18.151,44.807
20.452,40.36
19.675,42.767
19.437,41.46
17.731,44.29
16.83,41.679
16.778,43.401
16.956,40.267
18.112,41.783
20.28,42.492
18.451,42.172
20.08,42.812
18.304,43.083
18.287,40.567
18.253,44.491
18.061,43.773
20.508,43.956
16.028,44.075
17.487,43.35
16.246,41.004
19.466,41.365
19.251,43.131
20.915,42.684
18.763,40.298
18,40.445
16.994,41.357
19.126,42.045
19.667,42.37
17.879,44.545
16.049,42.981
18.099,41.645
19.768,42.391
19.969,42.986
20.6,40.807
20.224,44.147
17.839,44.781
19.104,42.978
19.656,40.144
16.969,44.061
20.524,43.051
18.846,43.507
19.159,40.461
17.172,42.124
18.744,41.878
20.658,40.831
17.676,44.166
19.278,44.193
17.96,42.258
19.137,44.783
